StudyID,Age,Gender,StorybookVersion,DelayCondition,Trial,Animal,TrialAccuracy,Begin,End,ReactionTime,Answer,AnswerType,sumaccuracy,trialamount,OverallAccuracy
AMP040,5.2,M,2,2,6,dog,1,2726.67,2734.774,7.103416,car,correct,7,8,0.875
AMP040,5.2,M,2,2,7,lion,1,2741.532,2745.898,3.365898,street,correct,7,8,0.875
AMP040,5.2,M,2,2,8,bear,1,2752.549,2759.273,5.724342,library,correct,7,8,0.875
AMP111,5.238356164,M,3,2,1,monkey,1,2492.906,2497.301,3.394439,subway,correct,5,8,0.625
AMP111,5.238356164,M,3,2,2,sheep,1,2504.01,2517.581,12.57074,bowling,correct,5,8,0.625
AMP111,5.238356164,M,3,2,3,lion,1,2525.708,2533.324,6.616604,movie,correct,5,8,0.625
AMP111,5.238356164,M,3,2,4,cat,1,2541.421,2545.582,3.161617,museum,correct,5,8,0.625
AMP111,5.238356164,M,3,2,5,cow,0,2553.683,2565.897,11.21298,castle,incorrect1,5,8,0.625
AMP111,5.238356164,M,3,2,6,pig,0,2573.989,2588.762,13.77253,basketball,incorrect2,5,8,0.625
AMP111,5.238356164,M,3,2,7,bear,0,2596.893,2638.479,40.58554,playground,foil,5,8,0.625
AMP111,5.238356164,M,3,2,8,dog,1,2646.484,2663.628,16.14379,bouncehouse,correct,5,8,0.625
AMP090,5.512328767,M,4,2,1,dog,1,257945.5,257956.8,10.31957,bowling,correct,5,8,0.625
AMP090,5.512328767,M,4,2,2,cow,1,257965,257972.1,6.144765,castle,correct,5,8,0.625
AMP090,5.512328767,M,4,2,3,bear,1,257980.2,257989.4,8.126701,museum,correct,5,8,0.625
AMP090,5.512328767,M,4,2,4,monkey,1,257996,258000.5,3.469854,bouncehouse,correct,5,8,0.625
AMP090,5.512328767,M,4,2,5,lion,0,258008.7,258013.4,3.724552,tent,incorrect2,5,8,0.625
AMP090,5.512328767,M,4,2,6,sheep,0,258021.5,258032.9,10.34137,barn,incorrect2,5,8,0.625
AMP090,5.512328767,M,4,2,7,cat,1,258041,258053,11.06263,baseball,correct,5,8,0.625
AMP090,5.512328767,M,4,2,8,pig,0,258061.1,258069.2,7.033443,bowling,incorrect1,5,8,0.625
AMP113,5.512328767,F,1,2,1,pig,0,259614.3,259620.4,5.149625,car,incorrect1,6,8,0.75
AMP113,5.512328767,F,1,2,2,cat,1,259628.5,259632.9,3.384601,library,correct,6,8,0.75
AMP113,5.512328767,F,1,2,3,monkey,1,259641,259645.1,3.159921,candy,correct,6,8,0.75
AMP113,5.512328767,F,1,2,4,lion,1,259651.7,259661.1,8.382881,grocery,correct,6,8,0.75
AMP113,5.512328767,F,1,2,5,sheep,1,259667.7,259672.2,3.559556,car,correct,6,8,0.75
AMP113,5.512328767,F,1,2,6,cow,0,259680.3,259685.1,3.853382,grocery,incorrect1,6,8,0.75
AMP113,5.512328767,F,1,2,7,dog,1,259691.7,259696.8,4.116989,beach,correct,6,8,0.75
AMP113,5.512328767,F,1,2,8,bear,1,259704.9,259708,2.115355,pool,correct,6,8,0.75
AMP013,5.8,F,2,2,1,sheep,1,1618.817,1622.004,2.186487,bedroom,correct,8,8,1
AMP013,5.8,F,2,2,2,monkey,1,1628.605,1634.229,4.623692,beach,correct,8,8,1
AMP013,5.8,F,2,2,3,pig,1,1642.284,1645.086,1.801268,playground,correct,8,8,1
AMP013,5.8,F,2,2,4,cat,1,1653.116,1657.728,3.610835,mountain,correct,8,8,1
AMP013,5.8,F,2,2,5,dog,1,1665.835,1669.553,2.717236,car,correct,8,8,1
AMP013,5.8,F,2,2,6,bear,1,1677.676,1680.726,2.050091,library,correct,8,8,1
AMP013,5.8,F,2,2,7,cow,1,1688.824,1691.45,1.625603,pool,correct,8,8,1
AMP013,5.8,F,2,2,8,lion,1,1699.569,1703.375,2.805556,street,correct,8,8,1
AMP094,4.063013699,F,3,2,1,lion,0,78676.69,78682.92,5.222464,castle,incorrect2,2,8,0.25
AMP094,4.063013699,F,3,2,2,pig,0,78691.04,78696.21,4.164422,basketball,incorrect2,2,8,0.25
AMP094,4.063013699,F,3,2,3,monkey,1,78704.32,78708.75,3.432678,subway,correct,2,8,0.25
AMP094,4.063013699,F,3,2,4,cat,0,78716.85,78721.66,3.802436,bouncehouse,incorrect1,2,8,0.25
AMP094,4.063013699,F,3,2,5,bear,0,78729.77,78736.07,5.301404,playground,foil,2,8,0.25
AMP094,4.063013699,F,3,2,6,cow,0,78744.19,78749.69,4.503152,museum,incorrect2,2,8,0.25
AMP094,4.063013699,F,3,2,7,dog,0,78757.72,78762.07,3.349188,movie,incorrect1,2,8,0.25
AMP094,4.063013699,F,3,2,8,sheep,1,78770.24,78778.08,6.841964,bowling,correct,2,8,0.25
AMP008,4.923287671,M,4,2,1,dog,1,10754.69,10760.53,4.841542,bowling,correct,7,8,0.875
AMP008,4.923287671,M,4,2,2,monkey,1,10767.24,10771.84,3.59373,bouncehouse,correct,7,8,0.875
AMP008,4.923287671,M,4,2,3,bear,0,10779.96,10785.81,4.848932,castle,incorrect2,7,8,0.875
AMP008,4.923287671,M,4,2,4,sheep,1,10793.96,10802.69,7.73555,basketball,correct,7,8,0.875
AMP008,4.923287671,M,4,2,5,pig,1,10810.78,10815.82,4.040817,tent,correct,7,8,0.875
AMP008,4.923287671,M,4,2,6,cow,1,10823.95,10833.05,8.09759,castle,correct,7,8,0.875
AMP008,4.923287671,M,4,2,7,lion,1,10839.77,10844.49,3.717285,barn,correct,7,8,0.875
AMP008,4.923287671,M,4,2,8,cat,1,10852.58,10856.73,3.151225,baseball,correct,7,8,0.875
AMP107,4.246575342,F,1,2,1,dog,0,23204.76,23215.82,10.06127,car,incorrect2,3,8,0.375
AMP107,4.246575342,F,1,2,2,sheep,0,23223.96,23229.13,4.170209,grocery,incorrect2,3,8,0.375
AMP107,4.246575342,F,1,2,3,lion,0,23237.25,23241.74,3.482061,candy,incorrect2,3,8,0.375
AMP107,4.246575342,F,1,2,4,pig,0,23249.84,23264.42,13.57414,bedroom,incorrect2,3,8,0.375
AMP107,4.246575342,F,1,2,5,bear,1,23272.51,23278.76,5.24968,pool,correct,3,8,0.375
AMP107,4.246575342,F,1,2,6,cat,1,23286.8,23291.97,4.173464,library,correct,3,8,0.375
AMP107,4.246575342,F,1,2,7,cow,1,23298.54,23304.04,4.503763,bedroom,correct,3,8,0.375
AMP107,4.246575342,F,1,2,8,monkey,0,23310.64,23321.47,9.829311,beach,incorrect2,3,8,0.375
AMP118,5.890410959,F,2,2,1,pig,1,168120.5,168125.5,3.989026,playground,correct,7,8,0.875
AMP118,5.890410959,F,2,2,2,cat,1,168134.1,168138.8,3.730118,mountain,correct,7,8,0.875
AMP118,5.890410959,F,2,2,3,sheep,1,168147.5,168153.1,4.604067,bedroom,correct,7,8,0.875
AMP118,5.890410959,F,2,2,4,monkey,0,168161.7,168170.7,7.90904,library,incorrect1,7,8,0.875
AMP118,5.890410959,F,2,2,5,cow,1,168179.3,168185.6,5.237494,pool,correct,7,8,0.875
AMP118,5.890410959,F,2,2,6,lion,1,168192.8,168199,5.200674,street,correct,7,8,0.875
AMP118,5.890410959,F,2,2,7,dog,1,168207.6,168211.9,3.343298,car,correct,7,8,0.875
AMP118,5.890410959,F,2,2,8,bear,1,168220.6,168224.1,2.492738,library,correct,7,8,0.875
AMP074,4.542465753,F,3,2,1,sheep,0,738.5088,745.79,6.280637,street,foil,7,8,0.875
AMP074,4.542465753,F,3,2,2,lion,1,752.4603,757.1641,3.703503,movie,correct,7,8,0.875
AMP074,4.542465753,F,3,2,3,cow,1,765.3247,772.3075,5.982203,basketball,correct,7,8,0.875
AMP074,4.542465753,F,3,2,4,dog,1,780.3762,784.9323,3.555814,bouncehouse,correct,7,8,0.875
AMP074,4.542465753,F,3,2,5,pig,1,791.6313,798.9755,6.343601,baseball,correct,7,8,0.875
AMP074,4.542465753,F,3,2,6,bear,1,807.143,811.8335,3.690232,castle,correct,7,8,0.875
AMP074,4.542465753,F,3,2,7,monkey,1,820.0068,826.4772,5.470097,subway,correct,7,8,0.875
AMP074,4.542465753,F,3,2,8,cat,1,834.6169,839.269,3.651943,museum,correct,7,8,0.875
AMP057,3.180821918,M,4,2,1,monkey,1,1612.597,1617.982,4.384279,bouncehouse,correct,3,8,0.375
AMP057,3.180821918,M,4,2,2,sheep,0,1626.129,1635.176,8.047022,bedroom,foil,3,8,0.375
AMP057,3.180821918,M,4,2,3,lion,0,1643.406,1653.639,9.233055,castle,incorrect1,3,8,0.375
AMP057,3.180821918,M,4,2,4,cat,0,1661.73,1667.682,4.951067,mountain,foil,3,8,0.375
AMP057,3.180821918,M,4,2,5,dog,0,1675.763,1683.51,6.745435,museum,incorrect1,3,8,0.375
AMP057,3.180821918,M,4,2,6,bear,1,1690.119,1697.185,6.06516,museum,correct,3,8,0.375
AMP057,3.180821918,M,4,2,7,cow,1,1705.306,1711.361,5.054879,castle,correct,3,8,0.375
AMP057,3.180821918,M,4,2,8,pig,0,1719.428,1722.501,2.073332,bouncehouse,incorrect2,3,8,0.375
AMP053,3.24109589,M,2,2,1,dog,0,62961.74,62972.32,9.581375,bedroom,incorrect2,2,8,0.25
AMP053,3.24109589,M,2,2,2,cow,1,62980.03,62986.58,5.548785,pool,correct,2,8,0.25
AMP053,3.24109589,M,2,2,3,sheep,0,62994.2,63010.53,15.33458,castle,foil,2,8,0.25
AMP053,3.24109589,M,2,2,4,cat,1,63018.12,63029.63,10.50899,mountain,correct,2,8,0.25
AMP053,3.24109589,M,2,2,5,lion,0,63037.29,63045.94,7.651198,subway,foil,2,8,0.25
AMP053,3.24109589,M,2,2,6,pig,0,63053.55,63061.28,6.73457,library,incorrect2,2,8,0.25
AMP053,3.24109589,M,2,2,7,monkey,0,63068.93,63075.43,5.498983,museum,foil,2,8,0.25
AMP053,3.24109589,M,2,2,8,bear,0,63083.12,63091.19,7.069495,bouncehouse,foil,2,8,0.25
AMP078,5.567123288,M,3,2,1,monkey,1,243936.5,243942.3,4.789707,subway,correct,5,8,0.625
AMP078,5.567123288,M,3,2,2,pig,1,243950.5,243955,3.500569,baseball,correct,5,8,0.625
AMP078,5.567123288,M,3,2,3,lion,1,243961.5,243966.5,3.954028,movie,correct,5,8,0.625
AMP078,5.567123288,M,3,2,4,bear,0,243974.6,243981.3,5.769696,bowling,incorrect1,5,8,0.625
AMP078,5.567123288,M,3,2,5,cat,0,243989.4,243998.8,8.37415,bouncehouse,incorrect1,5,8,0.625
AMP078,5.567123288,M,3,2,6,sheep,1,244009.7,244022.9,12.1498,bowling,correct,5,8,0.625
AMP078,5.567123288,M,3,2,7,dog,0,244030.9,244048,16.06018,pool,foil,5,8,0.625
AMP078,5.567123288,M,3,2,8,cow,1,244056.1,244061.2,4.093757,basketball,correct,5,8,0.625
AMP085,4.161643836,M,4,2,1,lion,1,3529.79,3537.457,6.667107,barn,correct,4,8,0.5
AMP085,4.161643836,M,4,2,2,pig,0,3544.07,3554.902,9.831959,bowling,incorrect1,4,8,0.5
AMP085,4.161643836,M,4,2,3,bear,1,3563.063,3571.697,7.633495,museum,correct,4,8,0.5
AMP085,4.161643836,M,4,2,4,dog,0,3579.802,3589.926,9.123952,baseball,incorrect2,4,8,0.5
AMP085,4.161643836,M,4,2,5,monkey,0,3598.116,3606.02,6.90344,basketball,incorrect2,4,8,0.5
AMP085,4.161643836,M,4,2,6,sheep,1,3614.177,3623.233,8.054833,basketball,correct,4,8,0.5
AMP085,4.161643836,M,4,2,7,cat,0,3631.381,3638.658,6.277551,bowling,incorrect2,4,8,0.5
AMP085,4.161643836,M,4,2,8,cow,1,3646.785,3651.868,4.082334,castle,correct,4,8,0.5
AMP060,4.161643836,F,1,2,1,bear,1,2243.564,2249.01,4.445353,pool,correct,6,8,0.75
AMP060,4.161643836,F,1,2,2,monkey,1,2257.161,2262.736,4.574486,candy,correct,6,8,0.75
AMP060,4.161643836,F,1,2,3,lion,1,2270.811,2278.179,6.368231,grocery,correct,6,8,0.75
AMP060,4.161643836,F,1,2,4,dog,0,2284.739,2292.689,6.949394,car,incorrect2,6,8,0.75
AMP060,4.161643836,F,1,2,5,cat,1,2300.788,2307.466,5.67755,library,correct,6,8,0.75
AMP060,4.161643836,F,1,2,6,cow,1,2315.528,2322.076,5.547063,bedroom,correct,6,8,0.75
AMP060,4.161643836,F,1,2,7,pig,1,2330.132,2343.056,11.92418,mountain,correct,6,8,0.75
AMP060,4.161643836,F,1,2,8,sheep,0,2351.123,2359.5,7.376772,subway,foil,6,8,0.75
AMP116,4.402739726,M,2,2,1,sheep,0,2388.779,2394.123,4.342651,playground,incorrect2,2,8,0.25
AMP116,4.402739726,M,2,2,2,cow,0,2402.305,2407.081,3.776176,movie,foil,2,8,0.25
AMP116,4.402739726,M,2,2,3,cat,0,2415.158,2420.123,3.965031,basketball,foil,2,8,0.25
AMP116,4.402739726,M,2,2,4,monkey,1,2428.311,2433.015,3.703321,beach,correct,2,8,0.25
AMP116,4.402739726,M,2,2,5,dog,0,2439.85,2445.44,4.589299,bedroom,incorrect2,2,8,0.25
AMP116,4.402739726,M,2,2,6,lion,1,2453.644,2458.515,3.870391,street,correct,2,8,0.25
AMP116,4.402739726,M,2,2,7,bear,0,2466.697,2473.758,6.06158,bouncehouse,foil,2,8,0.25
AMP116,4.402739726,M,2,2,8,pig,0,2480.41,2485.466,4.055666,bowling,foil,2,8,0.25
AMP038,3.394520548,F,3,2,1,cow,0,861830.2,861852.4,21.20469,castle,incorrect1,1,8,0.125
AMP038,3.394520548,F,3,2,2,lion,0,861859,861870.7,10.7222,basketball,incorrect1,1,8,0.125
AMP038,3.394520548,F,3,2,3,dog,1,861878.8,861884.7,4.892809,bouncehouse,correct,1,8,0.125
AMP038,3.394520548,F,3,2,4,cat,0,861891.3,861897.8,5.443102,library,foil,1,8,0.125
AMP038,3.394520548,F,3,2,5,pig,0,861904.4,861915.9,10.54591,beach,foil,1,8,0.125
AMP038,3.394520548,F,3,2,6,monkey,0,861922.6,861929.8,6.244927,baseball,incorrect1,1,8,0.125
AMP038,3.394520548,F,3,2,7,bear,0,861936.4,861942,4.563672,bowling,incorrect1,1,8,0.125
AMP038,3.394520548,F,3,2,8,sheep,0,861948.6,861954.1,4.507047,subway,incorrect1,1,8,0.125
AMP027,5.517808219,M,4,2,1,lion,0,152731.1,152736.7,4.650872,street,foil,4,8,0.5
AMP027,5.517808219,M,4,2,2,bear,1,152743.3,152749,4.682077,museum,correct,4,8,0.5
AMP027,5.517808219,M,4,2,3,dog,1,152755.6,152760.4,3.797022,bowling,correct,4,8,0.5
AMP027,5.517808219,M,4,2,4,cat,0,152767,152771.4,3.344398,tent,incorrect1,4,8,0.5
AMP027,5.517808219,M,4,2,5,pig,1,152778,152785.3,6.344182,tent,correct,4,8,0.5
AMP027,5.517808219,M,4,2,6,cow,1,152793.4,152799,4.611764,castle,correct,4,8,0.5
AMP027,5.517808219,M,4,2,7,sheep,0,152807.1,152814.2,6.06118,bouncehouse,incorrect1,4,8,0.5
AMP027,5.517808219,M,4,2,8,monkey,0,152820.8,152833,11.22215,beach,foil,4,8,0.5
AMP018,4.495890411,M,1,2,1,cat,1,151703.5,151712.3,7.849414,library,correct,4,8,0.5
AMP018,4.495890411,M,1,2,2,lion,1,151719,151725.2,5.26927,grocery,correct,4,8,0.5
AMP018,4.495890411,M,1,2,3,pig,0,151731.9,151738.8,5.876881,car,incorrect1,4,8,0.5
AMP018,4.495890411,M,1,2,4,cow,0,151745.4,151752.9,6.490951,grocery,incorrect1,4,8,0.5
AMP018,4.495890411,M,1,2,5,sheep,1,151759.6,151766.5,5.92452,car,correct,4,8,0.5
AMP018,4.495890411,M,1,2,6,monkey,0,151774.7,151781.4,5.662138,beach,incorrect2,4,8,0.5
AMP018,4.495890411,M,1,2,7,dog,0,151789.4,151797.5,7.075452,movie,foil,4,8,0.5
AMP018,4.495890411,M,1,2,8,bear,1,151804.2,151809.8,4.575629,pool,correct,4,8,0.5
AMP115,3.101369863,M,4,2,1,lion,0,992521,992525.8,3.885579,tent,incorrect2,0,8,0
AMP115,3.101369863,M,4,2,2,bear,0,992533.7,992537.7,2.967698,library,foil,0,8,0
AMP115,3.101369863,M,4,2,3,pig,0,992545.3,992549.7,3.361841,bouncehouse,incorrect2,0,8,0
AMP115,3.101369863,M,4,2,4,dog,0,992557.3,992561.5,3.145286,car,foil,0,8,0
AMP115,3.101369863,M,4,2,5,monkey,0,992569.2,992574.6,4.386847,barn,incorrect1,0,8,0
AMP115,3.101369863,M,4,2,6,cat,0,992582.2,992586.7,3.509754,mountain,foil,0,8,0
AMP115,3.101369863,M,4,2,7,sheep,0,992594.4,992598.9,3.535178,bedroom,foil,0,8,0
AMP115,3.101369863,M,4,2,8,cow,0,992606.6,992613.7,6.055149,pool,foil,0,8,0
AMP128,3.052054795,F,1,2,1,bear,1,1386626,1386631,3.626442,pool,correct,8,8,1
AMP128,3.052054795,F,1,2,2,sheep,1,1386637,1386644,5.580995,car,correct,8,8,1
AMP128,3.052054795,F,1,2,3,dog,1,1386652,1386658,5.152382,beach,correct,8,8,1
AMP128,3.052054795,F,1,2,4,cat,1,1386666,1386675,7.342133,library,correct,8,8,1
AMP128,3.052054795,F,1,2,5,lion,1,1386683,1386691,7.562713,grocery,correct,8,8,1
AMP128,3.052054795,F,1,2,6,pig,1,1386699,1386708,7.673667,mountain,correct,8,8,1
AMP128,3.052054795,F,1,2,7,monkey,1,1386716,1386724,7.202991,candy,correct,8,8,1
AMP128,3.052054795,F,1,2,8,cow,1,1386731,1386737,5.188013,bedroom,correct,8,8,1
AMP031,3.071232877,M,2,2,1,sheep,1,1511086,1511091,4.202454,bedroom,correct,8,8,1
AMP031,3.071232877,M,2,2,2,monkey,1,1511098,1511106,6.437547,beach,correct,8,8,1
AMP031,3.071232877,M,2,2,3,dog,1,1511114,1511118,3.796451,car,correct,8,8,1
AMP031,3.071232877,M,2,2,4,bear,1,1511126,1511130,3.347754,library,correct,8,8,1
AMP031,3.071232877,M,2,2,5,cat,1,1511138,1511143,3.711823,mountain,correct,8,8,1
AMP031,3.071232877,M,2,2,6,pig,1,1511150,1511155,3.511865,playground,correct,8,8,1
AMP031,3.071232877,M,2,2,7,cow,1,1511161,1511168,6.032657,pool,correct,8,8,1
AMP031,3.071232877,M,2,2,8,lion,1,1511174,1511178,3.271516,street,correct,8,8,1
AMP014,4.915068493,M,3,2,1,lion,0,1055961,1055970,7.642791,basketball,incorrect1,3,8,0.375
AMP014,4.915068493,M,3,2,2,cow,1,1055978,1055984,5.840539,basketball,correct,3,8,0.375
AMP014,4.915068493,M,3,2,3,cat,0,1055991,1055997,5.573535,bouncehouse,incorrect1,3,8,0.375
AMP014,4.915068493,M,3,2,4,bear,1,1056003,1056013,8.783007,castle,correct,3,8,0.375
AMP014,4.915068493,M,3,2,5,dog,0,1056020,1056028,6.925876,subway,incorrect2,3,8,0.375
AMP014,4.915068493,M,3,2,6,sheep,1,1056036,1056043,6.159936,bowling,correct,3,8,0.375
AMP014,4.915068493,M,3,2,7,monkey,0,1056051,1056056,4.187927,baseball,incorrect1,3,8,0.375
AMP014,4.915068493,M,3,2,8,pig,0,1056064,1056070,5.243587,beach,foil,3,8,0.375
AMP082,4.539726027,M,4,2,1,cow,1,189741.6,189747.4,4.852698,castle,correct,7,8,0.875
AMP082,4.539726027,M,4,2,2,lion,1,189755.2,189761.1,4.938688,barn,correct,7,8,0.875
AMP082,4.539726027,M,4,2,3,cat,1,189767.3,189771.6,3.27739,baseball,correct,7,8,0.875
AMP082,4.539726027,M,4,2,4,bear,1,189777.7,189782.1,3.370014,museum,correct,7,8,0.875
AMP082,4.539726027,M,4,2,5,monkey,1,189789.8,189793.9,3.130089,bouncehouse,correct,7,8,0.875
AMP082,4.539726027,M,4,2,6,pig,1,189801.5,189808.8,6.347825,tent,correct,7,8,0.875
AMP082,4.539726027,M,4,2,7,sheep,1,189816.5,189827.2,9.736946,basketball,correct,7,8,0.875
AMP082,4.539726027,M,4,2,8,dog,0,189834.8,189843.5,7.783424,car,foil,7,8,0.875
AMP122,3.789041096,M,1,2,1,cat,1,973724.9,973733.6,7.729724,library,correct,5,8,0.625
AMP122,3.789041096,M,1,2,2,dog,0,973741.2,973746.1,3.915125,car,incorrect2,5,8,0.625
AMP122,3.789041096,M,1,2,3,lion,1,973753.7,973760.4,5.70739,grocery,correct,5,8,0.625
AMP122,3.789041096,M,1,2,4,bear,1,973767.9,973782.1,13.12842,pool,correct,5,8,0.625
AMP122,3.789041096,M,1,2,5,monkey,0,973788.2,973793.8,4.660927,pool,incorrect1,5,8,0.625
AMP122,3.789041096,M,1,2,6,pig,1,973801.4,973806.4,3.984051,mountain,correct,5,8,0.625
AMP122,3.789041096,M,1,2,7,cow,0,973813.9,973826.9,11.92873,grocery,incorrect1,5,8,0.625
AMP122,3.789041096,M,1,2,8,sheep,1,973832.9,973840,6.04577,car,correct,5,8,0.625
AMP063,3.189041096,F,2,2,1,cat,1,902.1921,908.1312,4.938504,mountain,correct,4,8,0.5
AMP063,3.189041096,F,2,2,2,sheep,0,915.6858,922.607,5.920885,playground,incorrect2,4,8,0.5
AMP063,3.189041096,F,2,2,3,lion,0,930.2071,935.2656,4.058238,subway,foil,4,8,0.5
AMP063,3.189041096,F,2,2,4,pig,1,942.7924,948.2911,4.498379,playground,correct,4,8,0.5
AMP063,3.189041096,F,2,2,5,dog,1,955.83,961.7343,4.903305,car,correct,4,8,0.5
AMP063,3.189041096,F,2,2,6,cow,1,969.3231,977.4106,7.087121,pool,correct,4,8,0.5
AMP063,3.189041096,F,2,2,7,monkey,0,983.5041,990.4861,5.981674,library,incorrect1,4,8,0.5
AMP063,3.189041096,F,2,2,8,bear,0,998.0887,1003.395,4.305558,bouncehouse,foil,4,8,0.5
AMP119,4.265753425,F,1,3,1,sheep,0,13968.52,13974.86,5.335095,subway,foil,3,8,0.375
AMP119,4.265753425,F,1,3,2,pig,1,13981.57,13986.32,3.744738,mountain,correct,3,8,0.375
AMP119,4.265753425,F,1,3,3,bear,0,13993.09,13999.97,5.882024,bowling,foil,3,8,0.375
AMP119,4.265753425,F,1,3,4,monkey,1,14008.15,14014.35,5.20225,candy,correct,3,8,0.375
AMP119,4.265753425,F,1,3,5,cat,0,14022.41,14026.86,3.451933,bouncehouse,foil,3,8,0.375
AMP119,4.265753425,F,1,3,6,dog,0,14034.93,14040.15,4.224967,movie,foil,3,8,0.375
AMP119,4.265753425,F,1,3,7,lion,1,14048.28,14055.94,6.66525,grocery,correct,3,8,0.375
AMP119,4.265753425,F,1,3,8,cow,0,14064.03,14068.8,3.773503,castle,foil,3,8,0.375
AMP108,4.01369863,F,2,3,1,monkey,1,97505.95,97515.8,8.845789,beach,correct,3,8,0.375
AMP108,4.01369863,F,2,3,2,bear,1,97523.07,97530.51,6.432364,library,correct,3,8,0.375
AMP108,4.01369863,F,2,3,3,dog,0,97539.14,97543.9,3.76241,playground,incorrect1,3,8,0.375
AMP108,4.01369863,F,2,3,4,cow,0,97552.62,97557.12,3.507402,movie,foil,3,8,0.375
AMP108,4.01369863,F,2,3,5,cat,0,97565.74,97570.53,3.797684,pool,incorrect1,3,8,0.375
AMP108,4.01369863,F,2,3,6,sheep,1,97579.16,97585.76,5.600461,bedroom,correct,3,8,0.375
AMP108,4.01369863,F,2,3,7,lion,0,97594.42,97605.14,9.724348,subway,foil,3,8,0.375
AMP108,4.01369863,F,2,3,8,pig,0,97612.25,97618.72,5.464602,bowling,foil,3,8,0.375
AMP045,3.446575342,F,3,3,1,lion,0,2016.54,2022.525,4.985007,basketball,incorrect1,2,8,0.25
AMP045,3.446575342,F,3,3,2,cow,0,2030.246,2041.538,10.29169,museum,incorrect2,2,8,0.25
AMP045,3.446575342,F,3,3,3,dog,0,2049.22,2054.93,4.709478,pool,foil,2,8,0.25
AMP045,3.446575342,F,3,3,4,monkey,1,2062.632,2067.021,3.388426,subway,correct,2,8,0.25
AMP045,3.446575342,F,3,3,5,pig,1,2074.706,2080.714,5.007284,baseball,correct,2,8,0.25
AMP045,3.446575342,F,3,3,6,cat,0,2088.395,2100.127,10.73165,bouncehouse,incorrect1,2,8,0.25
AMP045,3.446575342,F,3,3,7,bear,0,2106.385,2111.284,3.899309,playground,foil,2,8,0.25
AMP045,3.446575342,F,3,3,8,sheep,0,2118.99,2125.611,5.620398,bouncehouse,incorrect2,2,8,0.25
AMP043,3.468493151,F,1,3,1,monkey,1,1499.172,1567.688,67.51541,candy,correct,3,8,0.375
AMP043,3.468493151,F,1,3,2,cat,1,1574.479,1598.475,22.99556,library,correct,3,8,0.375
AMP043,3.468493151,F,1,3,3,dog,0,1606.665,1626.744,19.07929,car,incorrect2,3,8,0.375
AMP043,3.468493151,F,1,3,4,pig,0,1634.996,1667.555,31.55866,bedroom,incorrect2,3,8,0.375
AMP043,3.468493151,F,1,3,5,sheep,0,1675.738,1686.001,9.262806,grocery,incorrect2,3,8,0.375
AMP043,3.468493151,F,1,3,6,cow,0,1694.298,1740.787,45.48897,castle,foil,3,8,0.375
AMP043,3.468493151,F,1,3,7,bear,1,1749.042,1792.856,42.81335,pool,correct,3,8,0.375
AMP043,3.468493151,F,1,3,8,lion,0,1801,1808.716,6.715706,basketball,foil,3,8,0.375
AMP016,5.252054795,M,2,3,1,lion,0,177963.6,177967.9,3.29119,bedroom,incorrect1,5,8,0.625
AMP016,5.252054795,M,2,3,2,dog,1,177976,177981.3,4.287863,car,correct,5,8,0.625
AMP016,5.252054795,M,2,3,3,cat,1,177989.4,177997.6,7.264141,mountain,correct,5,8,0.625
AMP016,5.252054795,M,2,3,4,sheep,1,178005.7,178011.5,4.759273,bedroom,correct,5,8,0.625
AMP016,5.252054795,M,2,3,5,cow,1,178019.6,178025.3,4.623838,pool,correct,5,8,0.625
AMP016,5.252054795,M,2,3,6,monkey,0,178033.3,178044.3,9.958513,library,incorrect1,5,8,0.625
AMP016,5.252054795,M,2,3,7,pig,0,178052.4,178059.1,5.667274,bowling,foil,5,8,0.625
AMP016,5.252054795,M,2,3,8,bear,1,178067.2,178071.8,3.660642,library,correct,5,8,0.625
AMP072,5.068493151,M,3,3,1,pig,0,768645,768649.7,3.698592,basketball,incorrect2,3,8,0.375
AMP072,5.068493151,M,3,3,2,lion,1,768657.8,768663.2,4.399073,movie,correct,3,8,0.375
AMP072,5.068493151,M,3,3,3,cow,1,768671.3,768677,4.701086,basketball,correct,3,8,0.375
AMP072,5.068493151,M,3,3,4,dog,1,768685,768689.5,3.498496,bouncehouse,correct,3,8,0.375
AMP072,5.068493151,M,3,3,5,cat,0,768697.6,768702.2,3.595728,baseball,incorrect2,3,8,0.375
AMP072,5.068493151,M,3,3,6,sheep,0,768710.4,768715.7,4.280087,subway,incorrect1,3,8,0.375
AMP072,5.068493151,M,3,3,7,bear,0,768723.8,768730.4,5.664228,bowling,incorrect1,3,8,0.375
AMP072,5.068493151,M,3,3,8,monkey,0,768738.5,768743.4,3.879525,bowling,incorrect2,3,8,0.375
AMP049,5.323287671,M,4,3,1,monkey,0,771819,771824.8,4.747269,beach,foil,4,8,0.5
AMP049,5.323287671,M,4,3,2,cat,1,771832.9,771838.5,4.660105,baseball,correct,4,8,0.5
AMP049,5.323287671,M,4,3,3,lion,1,771846.7,771851.4,3.656409,barn,correct,4,8,0.5
AMP049,5.323287671,M,4,3,4,sheep,1,771859.5,771867.1,6.584766,basketball,correct,4,8,0.5
AMP049,5.323287671,M,4,3,5,pig,0,771873.7,771880.8,6.098317,bowling,incorrect1,4,8,0.5
AMP049,5.323287671,M,4,3,6,dog,0,771887.4,771892.1,3.723086,car,foil,4,8,0.5
AMP049,5.323287671,M,4,3,7,cow,1,771898.8,771903.1,3.369422,castle,correct,4,8,0.5
