1	bear	1	1.480208e+06	1.480214e+06	4.405500e+00
2	pig	1	1.480221e+06	1.480226e+06	4.299268e+00
3	sheep	1	1.480232e+06	1.480236e+06	3.183720e+00
4	lion	1	1.480242e+06	1.480244e+06	6.462175e-01
5	monkey	1	1.480249e+06	1.480254e+06	4.036924e+00
6	cat	1	1.480260e+06	1.480265e+06	3.758030e+00
7	cow	1	1.480272e+06	1.480276e+06	3.235610e+00
8	dog	1	1.480284e+06	1.480288e+06	3.295495e+00
