1	lion	1	1.480600e+06	1.480605e+06	3.872665e+00
2	sheep	1	1.480612e+06	1.480621e+06	7.539055e+00
3	dog	1	1.480627e+06	1.480631e+06	3.665075e+00
4	bear	1	1.480637e+06	1.480642e+06	3.839805e+00
5	cat	1	1.480649e+06	1.480654e+06	3.573635e+00
6	monkey	1	1.480659e+06	1.480665e+06	4.500389e+00
7	pig	1	1.480671e+06	1.480675e+06	3.452918e+00
8	cow	1	1.480682e+06	1.480686e+06	3.032904e+00
